property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
94402,-37.95916748,145.0802002,6 Augusta Square,HEATHERTON,4768000.0,house,2009,4,2,2,SC_003,1542,19866,2400,37,0,hospital_109,610,S_023,2140
12719,-37.695215,144.753515,23 Antionetta Way,HILLSIDE,6230000.0,house,2014,4,2,2,SC_048,4333,20000,1936,39,0,hospital_057,9035,S_163,179
81838,-37.992573,145.231388,16 Rose Drive,DOVETON,2560000.0,house,2010,3,1,1,SC_112,1557,19888,1922,54,0,hospital_119,1369,S_184,1437
27129,-37.609914,144.921851,5 Meadowbank Court,CRAIGIEBURN,4730000.0,house,2015,4,2,2,SC_016,2024,40221,2097,46,0,hospital_104,4542,S_005,1998
78166,-37.92338,145.167281,5 Valewood Drive,MULGRAVE,11900000.0,house,2016,3,1,1,SC_073,2514,19914,3011,42,0,hospital_065,4042,S_148,2122
85296,-37.883184,145.001991,16 Sinclair Street,ELSTERNWICK,11300000.0,house,2013,3,2,0,SC_015,2470,19954,199,17,0,hospital_116,697,S_193,552
63848,-37.792231,145.25767,2/20 Maggs Street,CROYDON,35620000.0,house,2013,2,1,2,SC_022,2362,19878,2048,51,1,hospital_164,1738,S_157,599
82872,-37.906487,145.257259,7 Landsborough Avenue,ROWVILLE,8656000.0,house,2014,3,2,2,SC_049,4675,19868,4330,55,1,hospital_150,4994,S_027,2405
46441,-37.709042,145.167126,11 Jinkana Grove,ELTHAM,7620000.0,house,2012,4,2,2,SC_051,3991,19987,1772,44,0,hospital_075,5412,S_194,1042
33996,-37.718072,145.014854,17 Lawson Street,RESERVOIR,6024000.0,house,2015,2,1,1,SC_103,2650,20010,704,32,1,hospital_139,1480,S_225,1440
44631,-37.710209,145.098027,21 Shaylor Court,GREENSBOROUGH,5824000.0,house,2012,3,2,1,SC_017,5697,19985,1138,38,0,hospital_075,892,S_020,640
13104,-37.70639,144.765611,4 Orchid Square,SYDENHAM,5590000.0,house,2013,4,2,2,SC_048,3640,20000,955,39,0,hospital_057,7402,S_094,1040
2294,-37.807428,144.881356,45 Coronation Street,KINGSVILLE,4176000.0,house,2013,2,1,2,SC_043,2323,20023,716,20,0,hospital_056,1647,S_201,1643
27169,-37.59566116,144.9245453,5 Studley Street,CRAIGIEBURN,3410000.0,house,2009,4,2,2,SC_016,994,40221,1792,46,0,hospital_104,6137,S_178,854
732,-37.796585,144.8853777,26/44 Everard Street,FOOTSCRAY,6560000.0,house,2012,2,1,1,SC_043,2125,20023,582,20,0,hospital_056,391,S_201,1204
80055,-37.996784,145.167866,3 Brewer Court,KEYSBOROUGH,6396000.0,house,2014,3,2,3,SC_057,659,19889,2931,51,0,hospital_096,446,S_079,577
57487,-37.822205,145.16048,1/20 Glen Ebor Avenue,BLACKBURN,6875000.0,house,2013,3,1,1,SC_002,1017,19898,950,35,1,hospital_060,1258,S_202,1397
17978,-37.668017,144.946355,10 Edmund Street,DALLAS,2128000.0,house,2014,3,1,0,SC_072,2867,19960,218,39,1,hospital_104,2990,S_153,2449
74082,-37.871628,145.28893,9 Sycamore Crescent,BORONIA,2720000.0,house,2012,3,2,0,SC_049,3051,19868,1251,55,1,hospital_049,1144,S_146,1102
33795,-37.727012,145.00076,131 Spring Street,RESERVOIR,8925000.0,house,2011,3,1,2,SC_103,1403,20011,235,29,1,hospital_139,1078,S_085,1141
7381,-37.737357,144.822898,3 Bradwell Street,KEALBA,4320000.0,house,2014,3,1,0,SC_107,1765,20002,2178,33,0,hospital_005,2668,S_222,1952
1001,-37.805331,144.895467,40 Pilgrim Street,SEDDON,5448000.0,house,2010,3,1,0,SC_011,3136,19997,409,15,0,hospital_003,1561,S_201,557
43231,-37.720956,145.060969,6 Grand Avenue,MACLEOD,16250000.0,house,2015,4,2,2,SC_047,3334,19983,914,31,0,hospital_025,1629,S_155,2535
50432,-37.768691,145.098711,9 Montgomery Place,BULLEEN,13107000.0,house,2013,3,1,2,SC_009,687,19935,3588,26,0,hospital_193,1534,S_154,716
55355,-37.830319,145.071077,24 Spencer Road,CAMBERWELL,22120000.0,house,2015,5,2,1,SC_099,1326,19852,182,28,0,hospital_168,2247,S_160,521
85794,-37.884068,145.005454,6A Maysbury Avenue,ELSTERNWICK,15450000.0,house,2013,2,1,2,SC_015,2767,19954,408,17,0,hospital_116,378,S_193,330
45854,-37.71398,145.121779,16 Wattle Avenue,MONTMORENCY,10010000.0,house,2015,3,2,2,SC_051,5596,19986,148,40,0,hospital_075,1713,S_210,2080
75404,-37.905706,145.066865,7 Gunn Street,MURRUMBEENA,4480000.0,house,2010,4,1,1,SC_087,2319,19918,1532,32,0,hospital_159,1832,S_015,2206
90573,-37.963272,145.060207,33 Wilson Street,CHELTENHAM,8085000.0,house,2012,4,2,2,SC_079,2302,19866,622,37,0,hospital_082,432,S_023,573
70931,-37.876133,145.096557,A/16 Vision St,CHADSTONE,4800000.0,house,2012,3,1,2,SC_042,464,19839,553,26,0,hospital_098,1696,S_112,1106
5773,-37.785353,144.851221,4/62 Darnley Street,BRAYBROOK,4771000.0,house,2014,2,1,1,SC_043,1294,20021,1652,26,0,hospital_174,1853,S_149,1294
1874,-37.789518,144.881299,17 Howard Street,MAIDSTONE,7410000.0,house,2011,3,1,2,SC_043,1801,20023,1413,20,0,hospital_056,589,S_149,1801
96349,-37.75419617,145.0335236,4 Wimpole Crescent,BELLFIELD,11526000.0,house,2009,3,2,2,SC_001,1692,19933,1943,23,0,hospital_039,1049,S_219,1723
16173,-37.70156097,144.9367676,1 Morley Street,GLENROY,5835000.0,house,2009,3,1,2,SC_030,3630,20032,1753,33,0,hospital_184,5325,S_004,632
39804,-37.713189,145.028034,168 Dunne Street,KINGSBURY,5040000.0,house,2011,3,1,2,SC_047,2830,20009,1734,33,1,hospital_025,1398,S_225,1306
56514,-37.85464096,145.1222839,29 Leonard Street,BURWOOD,6538000.0,house,2009,3,2,2,SC_042,3702,19840,2293,28,0,hospital_047,1643,S_097,1084
34293,-37.729094,145.012547,21 Joffre Street,RESERVOIR,10440000.0,house,2015,3,1,3,SC_103,1495,20011,864,29,1,hospital_139,1809,S_085,1238
40888,-37.702384,145.059517,582 Morwell Avenue,BUNDOORA,5555000.0,house,2015,3,1,2,SC_047,4777,19984,2341,34,0,hospital_037,208,S_155,580
33752,-37.727122,145.000742,129 Spring Street,RESERVOIR,9360000.0,house,2016,2,1,0,SC_103,1391,20011,229,29,1,hospital_139,1089,S_085,1129
46545,-37.704483,145.163087,13 Andrews Street,ELTHAM,4050000.0,house,2012,2,1,2,SC_051,3443,19987,1681,44,0,hospital_075,5040,S_194,1254
4263,-37.847044,144.872235,21 Challis Street,NEWPORT,6214000.0,house,2013,3,2,3,SC_033,3187,19994,1109,21,0,hospital_141,2409,S_056,2612
1074,-37.797844,144.882982,468 Barkly Street,FOOTSCRAY,9375000.0,house,2010,3,1,0,SC_043,1945,20023,487,20,0,hospital_056,596,S_201,1361
62422,-37.809197,145.226481,Type G/59-63 Ringwood Street,RINGWOOD,5670000.0,house,2014,3,2,2,SC_032,446,19902,776,43,1,hospital_105,1475,S_040,366
982,-37.810457,144.898219,4 Princess Street,SEDDON,13454000.0,house,2015,2,1,1,SC_011,3500,19997,276,15,0,hospital_003,2181,S_201,1081
61439,-37.81851,145.235787,19 Ford Street,RINGWOOD,7216000.0,house,2013,3,1,2,SC_032,887,19902,667,43,1,hospital_105,1041,S_190,914
95912,-37.916359,145.028376,5 Whitmuir Road,BENTLEIGH,13200000.0,house,2010,2,1,0,SC_046,2721,19939,766,38,0,hospital_126,1924,S_107,1256
61145,-37.81003952,145.2166443,104 Loughnan Road,RINGWOOD NORTH,2800000.0,house,2009,3,2,2,SC_032,1112,19901,1042,41,1,hospital_010,1983,S_040,1086
38391,-37.772182,145.025715,6 Separation Street,FAIRFIELD,4565000.0,house,2016,4,3,2,SC_001,1492,19931,846,20,0,hospital_039,1078,S_219,1475
87776,-37.944825,145.010262,49 Sargood Street,HAMPTON,17880000.0,house,2016,3,1,2,SC_046,2535,19948,791,29,0,hospital_036,634,S_214,1044
52291,-37.822441,145.002873,132 Coppin Street,RICHMOND,7290000.0,house,2013,2,1,1,SC_038,2073,19907,674,6,0,hospital_122,279,S_076,1567
36412,-37.668219,144.988505,35  Network Drive,LALOR,6149000.0,house,2011,3,3,2,SC_026,5953,20006,2542,40,1,hospital_053,3085,S_228,2561
33061,-37.732895,145.002203,63 William Street,PRESTON,8370000.0,house,2012,3,1,2,SC_103,745,20011,503,29,1,hospital_139,1745,S_085,475
18587,-37.689955,144.922711,28 Walsh Street,BROADMEADOWS,4092000.0,house,2012,3,1,1,SC_059,3332,20030,816,37,0,hospital_104,4375,S_153,1324
23603,-37.641996,144.903289,36 Adderley Drive,GREENVALE,8625000.0,house,2012,4,2,3,SC_075,1898,40220,2862,42,0,hospital_104,1794,S_211,1903
96375,-38.01432419,145.2828827,1 Jabiru Place,HALLAM,5590000.0,house,2009,3,2,2,SC_077,3199,19885,1211,59,0,hospital_069,2641,S_087,1587
13366,-37.702259,144.769008,63-65 Pecks Road,SYDENHAM,11985000.0,house,2010,4,2,0,SC_048,4188,20000,473,39,0,hospital_057,7620,S_094,637
78607,-37.959279,145.155251,13 Neale Street,SPRINGVALE,6896000.0,house,2012,3,1,1,SC_057,4047,19891,733,46,0,hospital_124,2406,S_075,720
50051,-37.762831,145.09172,22 Derreck Avenue,BULLEEN,11390000.0,house,2012,4,1,2,SC_009,314,19935,2805,26,0,hospital_193,2364,S_154,409
82583,-37.905459,145.27487,15 Lexington Close,ROWVILLE,11400000.0,house,2012,4,2,2,SC_049,3178,19868,3194,55,1,hospital_150,3453,S_199,2242
88717,-37.949968,145.038124,27 Donald St,HIGHETT,25500000.0,house,2016,4,3,3,SC_079,275,19872,371,40,0,hospital_110,1886,S_069,275
45598,-37.690129,145.106441,9 Weemala Crt,GREENSBOROUGH,10710000.0,house,2013,3,2,2,SC_062,4661,19985,1547,38,0,hospital_075,1671,S_210,1484
55454,-37.835112,145.089138,2A Mabel Street,CAMBERWELL,11770000.0,house,2014,3,1,2,SC_099,2986,19894,1204,31,1,hospital_089,2523,S_160,1595
31024,-37.763914,145.012705,250 Victoria Road,THORNBURY,9600000.0,house,2012,3,1,2,SC_001,2598,20015,1377,21,1,hospital_035,442,S_105,1638
29778,-37.770537,144.989865,24 Ryan St,NORTHCOTE,9720000.0,house,2010,4,2,1,SC_103,3606,20016,482,20,1,hospital_035,1796,S_105,2483
10892,-37.79212189,144.9212036,8 Hutton Place,KENSINGTON,8175000.0,house,2009,3,1,2,SC_011,1172,20041,840,14,0,hospital_114,850,S_086,805
71905,-37.851374,145.246567,1 Ruth Court,BAYSWATER,3942000.0,house,2013,3,1,0,SC_032,4574,19870,2179,50,1,hospital_179,1687,S_139,2017
37809,-37.64326477,145.0486603,84 Derby Drive,EPPING,2952000.0,house,2009,3,2,2,SC_062,3380,45795,1747,46,1,hospital_053,2982,S_083,2367
48602,-37.8031,145.039252,6 Disraeli Street,KEW,23120000.0,house,2010,3,1,1,SC_083,1960,19904,2060,20,0,hospital_064,1011,S_039,791
70447,-37.879779,145.109252,1/341 Huntingdale Road,CHADSTONE,5642000.0,house,2009,3,1,1,SC_042,1583,19840,731,28,0,hospital_166,2188,S_112,2014
57619,-37.828375,145.144803,13 Sheehans Road,BLACKBURN,15470000.0,house,2013,3,1,2,SC_037,2225,19897,919,35,1,hospital_060,1115,S_018,405
42036,-37.745083,145.076003,3 Finn Street,ROSANNA,7785000.0,house,2015,3,2,2,SC_017,1359,19936,902,28,0,hospital_066,1688,S_100,1703
70996,-37.850639,145.231564,10 Chichester Square,WANTIRNA,7480000.0,house,2014,4,2,2,SC_032,4224,19871,2734,46,1,hospital_179,379,S_226,2054
73879,-37.84997,145.299769,6 Shalimar Crescent,BORONIA,8832000.0,house,2015,2,1,0,SC_049,5002,19869,1786,53,1,hospital_049,2055,S_146,1805
46489,-37.712427,145.162872,12 Bainbridge Drive,ELTHAM,10800000.0,house,2013,4,2,2,SC_051,4323,19987,1331,44,0,hospital_075,5086,S_194,516
27145,-37.58089066,144.931488,5 Penny Lane,CRAIGIEBURN,3500000.0,house,2009,3,1,2,SC_005,1201,40221,2553,46,0,hospital_104,7832,S_178,1476
17937,-37.672928,144.928263,1 Nhill Court,DALLAS,6480000.0,house,2016,3,2,1,SC_072,2525,44817,1342,40,0,hospital_104,2570,S_153,818
63256,-37.79789,145.291983,1/20 Donald Street,CROYDON,3520000.0,house,2013,2,1,1,SC_022,794,19878,1038,51,1,hospital_164,3384,S_055,828
56904,-37.84614182,145.1300659,8 Hansen Close,BURWOOD,9168000.0,house,2009,3,2,2,SC_037,3090,19897,2974,35,1,hospital_047,477,S_097,830
88163,-37.943445,145.051201,24 Wimmera Street,MOORABBIN,10725000.0,house,2013,3,2,2,SC_079,1092,19872,989,40,0,hospital_110,1714,S_069,1092
47839,-37.793152,145.038859,128 Willsmere Road,KEW,32000000.0,house,2014,5,3,2,SC_001,2821,19931,1774,20,0,hospital_029,1380,S_039,1568
6287,-37.78447342,144.8443451,18 Alice Street,SUNSHINE,18060000.0,house,2008,2,1,2,SC_102,977,20021,1106,26,0,hospital_174,1285,S_080,1039
5751,-37.785182,144.85828,37 Hargreaves Crescent,BRAYBROOK,9100000.0,house,2016,4,2,3,SC_043,985,20022,1619,22,0,hospital_174,2415,S_149,986
24472,-37.693395,144.96812,54 Alec Crescent,FAWKNER,5300000.0,house,2015,4,1,2,SC_030,4623,19961,1149,35,1,hospital_139,3767,S_161,968
6188,-37.788185,144.839209,14 Pizzey Street,SUNSHINE,4560000.0,house,2015,3,1,1,SC_102,819,20021,558,26,0,hospital_174,1308,S_080,906
69571,-37.874845,145.076446,147 Ashburn Grove,ASHBURTON,17600000.0,house,2015,4,2,2,SC_042,1352,19838,662,23,0,hospital_098,1424,S_026,1536
83434,-37.855659,144.988725,118 Peel Street,WINDSOR,12975000.0,house,2016,3,1,0,SC_066,1024,19957,294,11,0,hospital_103,586,S_053,1416
83113,-37.88437,145.241618,23 Elliot Street,KNOXFIELD,9588000.0,house,2016,3,1,1,SC_073,5464,19869,4606,53,1,hospital_002,3975,S_027,1786
77421,-37.927015,145.154121,11 Seaview Crescent,MULGRAVE,8190000.0,house,2016,3,2,1,SC_073,3626,19914,1853,42,0,hospital_076,3003,S_148,2560
61315,-37.779424,145.24577,15 Bridget Court,WARRANWOOD,9295000.0,house,2012,5,2,2,SC_022,3945,19878,3545,51,1,hospital_164,3270,S_157,2142
1093,-37.80406189,144.9053955,49 Whitehall Street,FOOTSCRAY,6992000.0,house,2009,3,1,2,SC_011,2592,20025,384,14,0,hospital_003,1945,S_201,747
55798,-37.843676,145.064357,57 Athelstan Road,CAMBERWELL,30550000.0,house,2014,4,2,2,SC_099,2223,19850,985,32,0,hospital_168,866,S_160,1129
46972,-37.695377,145.175908,3 Afton Street,RESEARCH,7320000.0,house,2013,3,3,0,SC_051,2806,19988,2897,49,0,hospital_075,6264,S_194,2694
95284,-37.915113,145.04859,24 Windsor Avenue,BENTLEIGH,17360000.0,house,2014,3,2,2,SC_046,2860,19940,1050,36,0,hospital_159,1793,S_107,753
41447,-37.747946,145.074212,104 St James Road,HEIDELBERG,9600000.0,house,2010,3,1,1,SC_017,1004,19936,907,28,0,hospital_066,1363,S_100,1348
84251,-37.8556257,144.9866079,63 Albert Street,WINDSOR,11580000.0,house,2011,3,2,0,SC_066,1111,19957,479,11,0,hospital_103,686,S_053,1460
68762,-37.851556,145.031382,1161 & 1163 Malvern Road,MALVERN,17820000.0,house,2014,4,3,1,SC_038,2372,19911,942,15,0,hospital_157,1261,S_235,985
14487,-37.760381,144.898138,45 Vida Street,ABERFELDIE,12480000.0,house,2015,4,2,2,SC_085,1647,20037,1662,21,0,hospital_068,1555,S_049,1628
32392,-37.751679,145.017286,2-4 Tiernan Street,PRESTON,3375000.0,house,2010,3,1,2,SC_047,1858,20013,1654,25,1,hospital_035,1501,S_105,1204
19063,-37.670749,144.926347,6 Lalor Street,DALLAS,5880000.0,house,2013,3,1,2,SC_072,2255,44817,1085,40,0,hospital_104,2292,S_153,916
47610,-37.715087,145.158082,9 Doodson Court,ELTHAM,8325000.0,house,2011,3,2,2,SC_051,4613,19987,920,44,0,hospital_075,4730,S_194,12
63295,-37.774855,145.301805,1/42 Lee Ann Crescent,CROYDON,7700000.0,house,2012,3,1,2,SC_084,2144,19877,1443,54,1,hospital_113,4878,S_058,2172
32205,-37.749395,144.985432,2 Ryde Street,PRESTON,14739000.0,house,2012,3,1,2,SC_103,1818,20014,1317,23,1,hospital_144,1436,S_105,1613
70195,-37.8591355,145.1025599,57  Ashwood Drive,ASHWOOD,12530000.0,house,2013,3,2,2,SC_042,2248,19840,1815,28,0,hospital_089,763,S_112,1122
24559,-37.701053,144.970363,7 Minona Street,FAWKNER,6300000.0,house,2009,3,1,3,SC_030,3919,19961,1013,35,1,hospital_139,3054,S_161,1667
23381,-37.650166,144.900479,12 Arkley Drive,GREENVALE,9880000.0,house,2013,3,2,3,SC_072,1917,44817,2556,40,0,hospital_104,1758,S_211,2001
2473,-37.80920029,144.8805695,72 Coronation Street,KINGSVILLE,3464000.0,house,2008,2,1,0,SC_043,2409,20023,923,20,0,hospital_056,1856,S_201,1800
32970,-37.752702,145.007118,57 Dundas Street,PRESTON,13090000.0,house,2014,3,1,1,SC_103,1530,20014,796,23,1,hospital_035,1138,S_105,357
39878,-37.69626,145.038577,18 Warrenwood Place,BUNDOORA,7293000.0,house,2010,4,3,3,SC_047,4763,20008,2356,36,1,hospital_037,1758,S_155,1460
25964,-37.581638,144.926217,21 Middlesborough Drive,CRAIGIEBURN,5395000.0,house,2012,4,2,2,SC_005,937,40221,2706,46,0,hospital_104,7704,S_178,1538
17190,-37.699766,144.938707,4 Lyons Street,GLENROY,4900000.0,house,2016,3,1,3,SC_030,3770,19961,1779,35,1,hospital_184,5585,S_004,808
97116,-38.0011967,145.2702319,"Unit 2,69-71 Frawley Road",HALLAM,2070000.0,house,2012,3,3,1,SC_077,1974,19885,1842,59,0,hospital_069,4450,S_212,562
52234,-37.822658,144.991257,12-14 Sutton Grove,RICHMOND,11340000.0,house,2010,2,1,3,SC_068,1912,19908,185,11,0,hospital_146,571,S_076,1502
27751,-37.57934189,144.9317932,8 Coventry Lane,CRAIGIEBURN,5925000.0,house,2009,4,2,2,SC_005,1133,40221,2701,46,0,hospital_104,8006,S_178,1643
65426,-37.795974,145.305386,53 TIMMS AVENUE,KILSYTH,6460000.0,house,2012,3,1,1,SC_022,1992,19877,1394,54,1,hospital_164,4572,S_224,814
81278,-37.976113,145.19785,41 King George Parade,DANDENONG,5628000.0,house,2015,3,1,2,SC_112,1943,19889,598,51,0,hospital_018,1109,S_183,1593
69349,-37.862771,145.100539,1 Avoca Court,ASHWOOD,10920000.0,house,2013,4,2,2,SC_042,1806,19839,1559,26,0,hospital_089,818,S_112,722
55771,-37.846119,145.092879,52 Fairview Avenue,CAMBERWELL,22400000.0,house,2015,3,1,2,SC_042,3478,19849,1245,34,0,hospital_089,1263,S_112,2264
1166,-37.80976868,144.8986511,52 Hyde Street,SEDDON,6650000.0,house,2007,2,1,0,SC_011,3415,19997,276,15,0,hospital_003,2124,S_201,1006
88558,-37.953126,145.02895,18 Highland Avenue,HIGHETT,7380000.0,house,2011,3,2,2,SC_079,1153,19872,1249,40,0,hospital_058,1288,S_214,1046
42714,-37.734868,145.065343,99 Ellesmere Parade,ROSANNA,15680000.0,house,2014,3,1,2,SC_017,2343,19936,894,28,0,hospital_090,1990,S_100,2718
97059,-38.0053387,145.2736033,8/2-6 Hallam - Belgrave Road,HALLAM,4560000.0,house,2012,3,1,1,SC_077,2219,19885,1421,59,0,hospital_069,3916,S_212,700
52891,-37.82936859,145.002121,283 Coppin Street,RICHMOND,4800000.0,house,2009,2,1,1,SC_038,1359,19906,518,13,0,hospital_122,1051,S_102,1335
16684,-37.700933,144.93986,18B Bourchier Street,GLENROY,3360000.0,house,2010,2,1,1,SC_030,3618,19961,1675,35,1,hospital_139,5450,S_004,685
21287,-37.75902176,144.9596252,48 Tinning Street,BRUNSWICK,6150000.0,house,2009,3,1,1,SC_030,3078,19967,264,23,1,hospital_011,507,S_074,1201
29804,-37.766098,145.001356,26 Dennis Street,NORTHCOTE,10332000.0,house,2015,2,1,3,SC_103,2952,20015,439,21,1,hospital_035,672,S_105,1685
75244,-37.893456,145.052493,5 Reserve Avenue,CARNEGIE,15980000.0,house,2010,2,1,2,SC_041,1110,19920,965,28,0,hospital_126,3016,S_015,729
57336,-37.82229233,145.0752411,5 Victoria Avenue,CANTERBURY,8000000.0,house,2009,3,2,2,SC_099,1530,19893,580,29,1,hospital_064,2811,S_160,1463
37752,-37.651459,145.041691,75 Peppercorn Parade,EPPING,3360000.0,house,2011,3,2,2,SC_062,3861,20005,1025,43,1,hospital_053,2221,S_229,2578
85986,-37.912305,144.994995,11 Black Street,BRIGHTON,4300000.0,house,2013,3,2,2,SC_046,4863,19951,335,22,0,hospital_156,308,S_150,158
45060,-37.694626,145.108702,4 Yatama Court,GREENSBOROUGH,8676000.0,house,2016,4,2,2,SC_051,5065,19985,1039,38,0,hospital_075,1196,S_210,1088
289,-37.79778671,144.8843842,126 Eleanor Street,FOOTSCRAY,7210000.0,house,2009,3,1,0,SC_043,2064,20023,455,20,0,hospital_056,542,S_201,1243
80499,-37.997192,145.178605,8 Bergen Street,KEYSBOROUGH,10670000.0,house,2016,4,2,2,SC_057,679,19889,2397,51,0,hospital_096,776,S_079,708
22672,-37.739036,144.981018,37 Elizabeth Street,COBURG,4480000.0,house,2016,3,1,0,SC_103,1844,19965,1600,28,1,hospital_144,2105,S_030,1074
56852,-37.8495,145.099031,7 Eyre Street,BURWOOD,10160000.0,house,2014,4,2,2,SC_042,3169,19849,1644,34,0,hospital_089,981,S_112,1942
39832,-37.692363,145.046705,17 Maroondah Terrace,BUNDOORA,5525000.0,house,2011,3,2,2,SC_047,5340,20008,3080,36,1,hospital_037,1401,S_155,1007
14268,-37.761354,144.896875,31 Brunel Street,ABERFELDIE,16380000.0,house,2015,4,2,2,SC_085,1500,20037,1802,21,0,hospital_068,1550,S_049,1480
40829,-37.694699,145.075265,52 Jacqueline Road,BUNDOORA,6540000.0,house,2013,4,3,2,SC_062,4873,19984,1960,34,0,hospital_041,1144,S_155,1852
60470,-37.838833,145.193084,14 Nurlendi Road,VERMONT,8400000.0,house,2013,3,1,0,SC_088,2475,19900,2320,40,1,hospital_192,3140,S_202,2227
15243,-37.739062,144.916565,34 Williamson Avenue,STRATHMORE,10640000.0,house,2013,5,3,2,SC_082,1121,20036,985,24,0,hospital_184,1074,S_197,812
85281,-37.874609,144.993426,15 Los Angeles Court,RIPPONLEA,23790000.0,house,2016,3,2,1,SC_015,1297,19955,215,15,0,hospital_009,1004,S_133,183
55790,-37.839352,145.078082,55 Glyndon Road,CAMBERWELL,15400000.0,house,2013,4,2,2,SC_099,2428,19850,561,32,0,hospital_168,2163,S_160,789
60603,-37.830898,145.21142,22 Toomey Street,VERMONT,10320000.0,house,2015,5,2,2,SC_032,2534,19901,1342,41,1,hospital_008,2470,S_040,2602
92280,-37.992903,145.068774,4 San Antonio Ct,MENTONE,14800000.0,house,2015,5,3,2,SC_003,3007,19864,663,41,0,hospital_001,438,S_003,1228
9278,-37.855097,144.715271,12 Ellesmere Way,TRUGANINA,6675000.0,house,2014,4,2,2,SC_053,1119,46468,3271,33,0,hospital_073,3994,S_007,2789
34853,-37.728708,145.020596,39B McComas Street,RESERVOIR,8250000.0,house,2012,3,2,3,SC_047,1390,20011,1570,29,1,hospital_139,2340,S_225,832
17064,-37.705017,144.946191,32 North Street,HADFIELD,4264000.0,house,2014,3,1,2,SC_030,3068,19961,1217,35,1,hospital_139,4777,S_004,693
57418,-37.820624,145.077982,8 View Street,CANTERBURY,24480000.0,house,2016,4,2,2,SC_099,1802,19893,516,29,1,hospital_064,2928,S_160,1714
16946,-37.701808,144.911835,28 Anselm Grove,GLENROY,8565000.0,house,2015,4,1,2,SC_010,2581,20032,563,33,0,hospital_184,4547,S_209,1169
24566,-37.710225,144.966084,7 Winn Grove,FAWKNER,8415000.0,house,2015,3,2,1,SC_030,2841,19962,691,33,1,hospital_139,2932,S_161,2404
73852,-37.855466,145.291593,6 Brown Street,BORONIA,9000000.0,house,2016,4,1,1,SC_049,4575,19869,842,53,1,hospital_049,1113,S_146,878
10931,-37.7939792,144.9321947,87 Barnett Street,KENSINGTON,11040000.0,house,2012,3,1,0,SC_011,1914,20041,149,14,0,hospital_114,178,S_086,847
57979,-37.830926,145.138152,30 Canterbury Rd,BLACKBURN SOUTH,4344000.0,house,2013,3,1,1,SC_037,1914,19897,1152,35,1,hospital_047,1394,S_018,808
39746,-37.709119,145.054957,15 Pinjara Lane,BUNDOORA,9915000.0,house,2015,3,2,2,SC_047,3929,19983,2258,31,0,hospital_037,844,S_155,1160
26050,-37.612803,144.934355,23 Manningtree Parade,CRAIGIEBURN,2776000.0,house,2015,3,1,2,SC_110,1699,40221,1456,46,0,hospital_104,4394,S_005,1722
